app,text,rating,date,scraped_at
shopee,"Halo tim Shopee, saya pengguna setia aplikasi ini, namun belakangan saya merasa kurang nyaman dengan sistem iklan di aplikasi pihak ketiga (seperti Wattpad). Aplikasi Shopee sering terbuka otomatis (auto-redirect) tanpa saya klik sama sekali, bahkan sampai 3 kali dalam waktu singkat saat saya sedang beraktivitas di aplikasi lain. Mohon agar sistem marketing ini ditinjau kembali karena terasa cukup agresif dan mengganggu kenyamanan pengguna HP secara umum. Terimakasih",1,28 April 2026,2026-05-02 23:13:21
shopee,"terima kasih Shopee,dgn adanya shopee saya lebih mudah belanja dan hemat waktu,tapi maaf ya untuk saat saat ini belaja dishopee agak jarang karena terlalu banyak ongkir ngak seperti waktu sebelum nya selalu geratis ongkir,,sekarang harga barang nya murah tapi ongkir pengiriman lebih tinggi,,jadi belanja agak jarang. kalo boleh. seperti sebelumnya kasi kemudahan dgn geratis ongkir. makasih shopee..",5,18 April 2026,2026-05-02 23:13:21
shopee,"Produk bervariasi dan harga ekonomis tetapi untuk produk yang ukuran besar, ongkirnya bisa 3 - 4 x lipat harga produk. Transfer bayar dulu gratis sekarang admin 1.000. Voucher tidak bisa digunakan jika pakai jasa kirim biasa. Semoga ada perbaikan agar pembeli dan penjual puas dan shopee lebih baik lagi.",3,28 April 2026,2026-05-02 23:13:21
shopee,"aplikasi menyebalkan, lagi browsing kalo muncul iklan shopee pasti langsung pindah aplikasi, iklan yg lain cuma pindah new tab, tapi shopee doang yg langsung pindah aplikasi, mana loading nya lama untuk balik ke aplikasi browser, gak semua org HP nya bagus, bikin browsing gak nyaman aja",1,23 April 2026,2026-05-02 23:13:21
shopee,Aku pengguna shopee dari tahun 2019 suka dg aplikasi ini kalau buat belanja cuma sekarang kenapa pengirimannya makin hari makin lelet y malahan beberapa kali barangku hilang selama pengiriman alhasil kecewa banget agak trauma juga kalau barang lama nyampainya takutnya hilang di perjalanan lagi . Tolong buat shopee lebih diperbaiki lagi pelayanannya jangan bikin kecewa pengguna aplikasi ini 🙏,3,27 April 2026,2026-05-02 23:13:21
shopee,"shopee expedisinya sering stuck sekarang bermingu2,,komplain beberapa kali ya masih stuck aja, gak ada perubahan sama saja!! dan ternyata di ulasan sudah banyak komplain! akhir2 ini shopee baik dari penjual atau pembeli,, banyak penilaian buruk terus!!",1,19 April 2026,2026-05-02 23:13:21
shopee,"Saya pengguna dari 2014 sampai skrg sudah member platinum tidak ada kelebihan yg bisa di ambil dengan sistem skrg. . beda dengan dulu dan pengiriman menggunakan jasa SPX sangat sangat tidak di sarankan. .apapun model dan typenya. .smpx lambat! team shoppe nya sndiri respon baik. .baik bgt. .tapi ga di sampaikan ke pihak yg terkait! jadi hanya ngadem""in aja!",1,20 April 2026,2026-05-02 23:13:21
shopee,"Saya akui aplikasi Shopee ini bagus buat belanja barang dan kebutuhan, tapi kalau bisa jangan banyak iklannya di website. Terutama pas saya lagi asik searching di website chrome,saya sering tiba tiba mental ke aplikasi Shopee,ini mengganggu banget apalagi pas saya lagi nggak ada keperluan untuk belanja, Tolong dong diperbaiki lagi fitur fitur shopeenya🙏🙏🙏😔",1,11 April 2026,2026-05-02 23:13:21
shopee,Belanja tanpa ragu dengan asuransi. Belanja puas. Tapi aplikasi makan ruang penyimpanan sangat besar hingga menyesakan ram yang kecil. akhirnya jadi gak semangat buka aplikasi dan belanja karena perangkat jadi sangat lemot. untuk penyedia aplikasi tolong dong jangan update aplikasi menjadi tambah besar...,5,22 April 2026,2026-05-02 23:13:21
shopee,"Fitur chat ai bikin emosi, mau tanya stok atau varian jawabannya muter2 disitu aja, sedangkan saya sering beli kadang stok atau varian kosong, jadi repot cancel pesanan, tolong diperbaiki, atau kasih opsi tombol chat dengan penjual, kadang saya butuh balasan dari penjualnya langsung terkait ketersediaan stok dan varian yang spesifik, tidak mau ribet cancel pesanan, karena waktu saya tidak hanya di aplikasi shopee saja, nggak cuma sekali dua kali cancel pesanan karena stok kosong.",3,16 April 2026,2026-05-02 23:13:22
shopee,"Shope skrng pengiriman nya sngt lambat, paket saya berminggu"" stuck tidak ad perubahan... Bukan cuma satu paket tapi 6 paket, ad apa dngn pengiriman ke daerah kalimantan selatan sehingga bgtu trlambat estimasi nya ?? Dan parah nya tnggl estimasi garansi keterlambatan nya bisa berubah ubah itupun skrng konpensasinya berupa voucher yg hnya dpt di gunakan selama sehari kalau tidak hangus, tdk sperti dlu berbentuk koin, tdk ad keuntungan untuk pembeli yg ad rugi. Tolong lah di perbaiki !!",1,14 April 2026,2026-05-02 23:13:22
shopee,"Halo tim Shopee, saya pengguna setia aplikasi ini, namun belakangan saya merasa kurang nyaman dengan sistem iklan di aplikasi pihak ketiga (seperti Wattpad). Aplikasi Shopee sering terbuka otomatis (auto-redirect) tanpa saya klik sama sekali, bahkan sampai 3 kali dalam waktu singkat saat saya sedang beraktivitas di aplikasi lain. Mohon agar sistem marketing ini ditinjau kembali karena terasa cukup agresif dan mengganggu kenyamanan pengguna HP secara umum. Terimakasih",1,28 April 2026,2026-05-02 23:13:22
shopee,"app nya bagus, tapi koinnya TIDAK BISA di klaim ketika nonton live. 😌 . kedua, di salah 1 live, typing live nya cepat, jadi jika ingin order barang jualannya tertutup typing chat live nya. ketiga, tolong segera nonaktifkan fitur ""wajah putih"" saat mereka live terutama produk kecantikan, sabun dll.",1,20 April 2026,2026-05-02 23:13:22
shopee,"Shopee ""S"" nya apa ? SABAR!!! mending aplikasi nya fokus jual beli aja deh, gausah ada game2 an, berat bgt aplikasi nya, mau upload produk, mau bersihin keranjang, mau check out, leleeeeeeet bgt, sinyal bagus, tp tetep aja lelet. ku kira dulu hp ku yg lelet, ternyata udah ganti hp tetep aja lelet. bisa nggk sih aplikasi nya dibikin simpel gitu. shopee lho aplikasi plg lele menurut ku. cuma mau upload 1 produk aja hampir 1 jam. padahal cache juga Udha dibersihkan",1,22 April 2026,2026-05-02 23:13:22
shopee,"pesanan jadi lambat,dan ya kadang juga kurir sering batalin tanpa konfirmasi katanya ditolak pembeli padahal paket sangat ditunggu malah dibatalkan tanpa konfirmasi apapun, trus tiba² map nya juga gak sesuai padahal dari dulu alamat nya tetap sama gak diganti, malah sekarang sering nyasar ke daerah lain tolong di perbaiki lah kendala nya",2,20 April 2026,2026-05-02 23:13:22
shopee,"Aplikasi Shopee sangat membantu untuk belanja kebutuhan sehari-hari dengan harga terjangkau dan banyak promo menarik. Proses transaksi mudah, pilihan produk lengkap, dan pengiriman relatif cepat. Fitur pembayaran juga beragam sehingga memudahkan pengguna. Namun, terkadang ada kendala pada pengiriman atau kualitas barang yang tidak sesuai deskripsi. Secara keseluruhan, aplikasi ini tetap direkomendasikan karena praktis dan efisien digunakan. Pelayanan CS cukup responsif saat ada masalah. ya",5,22 April 2026,2026-05-02 23:13:22
shopee,"Aplikasi belanja paling top. Tolong di rubah, JARINGAN SANGAT LANCAR TAPI TETEP LOADING, DI APLIKASI LEMOT BANGET. Hp 3 sama ternyata, awalnya saya kira cuma jaringan wifi saya. ternyata dari aplikasi. Saya war diskon ga dapet gara² jaringan error. Sangat tidak nyaman untuk penggguna. TOLONG SEGERA DI TINDAK LANJUTI. TERIMA KASIH....",5,13 April 2026,2026-05-02 23:13:22
shopee,"untuk notifikasi tolong diperbaiki ketika saya oesan shopee food, notifikasinya selalu telat, saya jadi sering dimarahi driver, karena pada notifikasi saya belum mendapatkan driver, tapi ternyata sudah dapat. saya juga jadi tidak tahu lokasi atau posisi driver sudah dimana",3,23 April 2026,2026-05-02 23:13:22
shopee,"Produk bervariasi dan harga ekonomis tetapi untuk produk yang ukuran besar, ongkirnya bisa 3 - 4 x lipat harga produk. Transfer bayar dulu gratis sekarang admin 1.000. Voucher tidak bisa digunakan jika pakai jasa kirim biasa. Semoga ada perbaikan agar pembeli dan penjual puas dan shopee lebih baik lagi.",3,28 April 2026,2026-05-02 23:13:22
shopee,"saya mohon pihak APK, untuk opsi pengiriman nya kasih pilihan dong, KLO bisa jangan dr pihak SPX, saya sudah beberapa kali order, bahkan orderan saya tunai ko, Bukan cod, gak pernah nyampe, padahal sebelum adanya SPX, saya order selalu sampe dengan cepat, bahkan konfirmasi dulu, klo SPX gak, tau² ada notif pesanan anda di cancel/ di batalkan, padahal saya butuh bgt barang itu,,, sungguh mengecewakan, #TERIMAKASIH 🙏🙏🙏",5,17 April 2026,2026-05-02 23:13:22
shopee,"saya kasih 5 star biar di baca , Tolong dah sistem nya di benarin lagi , terutama di bagian pengiriman untuk notif bagian lacak pesanan , contohnya pesanan saya stuck di tgl 3 sampai tgl 30 tidak ada notif lagi , hampir 1 bulan baru sampai pesanan saya , tiba tiba tgl 2 pesana anda sedang dikirim ( notif apaan itu tidak jelas ) , pengiriman juga lama banget masa bisa sampai 1 bulan , ya walaupun tidak semua pembelian sampai 1 bulan , cuma ada beberapa pesanan saya 1 bulan baru sampai",5,20 April 2026,2026-05-02 23:13:22
shopee,Spx expredisi yang sangat mengecewakan pesanan 3 Minggu yang lalu tetapi pesanan masih tidak update status pengirimannya! saya sudah hubungi cs dari cs hanya bisa suruh menunggu dengan sabar¿ dan cs hanya bisa pengiriman akan terlambat 2 atau 3 hari.. sebagai pembeli saya merasa sangat dirugikan oleh spx ini!!! walaupun Dikomplain jawabannya semua suruh nunggu padahal estimasi dari masa pengiriman juga sudah lewat dari batasnya berhari2 !!!,1,23 April 2026,2026-05-02 23:13:22
shopee,"shopee expedisinya sering stuck sekarang bermingu2,,komplain beberapa kali ya masih stuck aja, gak ada perubahan sama saja!! dan ternyata di ulasan sudah banyak komplain! akhir2 ini shopee baik dari penjual atau pembeli,, banyak penilaian buruk terus!!",1,19 April 2026,2026-05-02 23:13:22
shopee,"aplikasi paling sering gagal dalam masalah pembayaran, tolong di perbaiki lagi sistemnya. masa saldo terpotong tetapi dana tidak terproses. Cs lama menanggapi 24 jam belum di proses, padahal sudah buat laporan!",1,26 April 2026,2026-05-02 23:13:22
shopee,"tolong pas buka aplikasi jangan langsung keluar video2 afilate/promo yang gak jelas, hp jadi lelet, mau ke tombol home jadi susah, mau klik kolom pencarian jadi lemot. kadang udah force close tapi suara videonya masih ada.",1,25 April 2026,2026-05-02 23:13:22
shopee,"baru kali ini belanja di shope resi stuck , paket engga di kirim kirim udh wa callcenter nya malah disuruh rubah metode pembayaran , jgn salahkan pihak expedisi jika pesanan tidak sampai , kecewa bangt .... !!!!!!! entah ada faktor apa parah si emg ...",1,23 April 2026,2026-05-02 23:13:22
shopee,Aku pengguna shopee dari tahun 2019 suka dg aplikasi ini kalau buat belanja cuma sekarang kenapa pengirimannya makin hari makin lelet y malahan beberapa kali barangku hilang selama pengiriman alhasil kecewa banget agak trauma juga kalau barang lama nyampainya takutnya hilang di perjalanan lagi . Tolong buat shopee lebih diperbaiki lagi pelayanannya jangan bikin kecewa pengguna aplikasi ini 🙏,3,27 April 2026,2026-05-02 23:13:22
shopee,"Shopeenya sich bagus, tapi expedisi spx sangat mengecewakan. 2kali pesanan dibatalkan dari team expedisi spx tanpa konfirmasi konsumen. Percuma komplain juga tidak ada perubahan, sekarang sangat MENGECEWAKAN!!!!!!!!!!!!!!!!!!!!!! gak ada perubahan, aku beralih ke tiktok shop lebih gercep expedisinya. pesan sabtu malam, minggu pagi sudah sampai. Shopee waktunya tutup",1,22 April 2026,2026-05-02 23:13:22
shopee,"Saran untuk pihak shoope. Kalau bisa cari mitra pengiriman yang lain aja, SPX Express banyak masalahnya. Mulai dari Paket sering diretur sebelum 24 jam & pihak kurir sering memanipulasi bukti pengiriman. Itu semua sangat sangat merugikan Penjual dan pembeli.",2,24 April 2026,2026-05-02 23:13:22
shopee,Ganti Pertanyaan Ganti Pertanyaan Assalamu'alaikum Wr. Wb. Saya pelanggan setia yg terlanjur cinta pd shopee😁 Saya ada masukan: Tolong diadakan menu bayar via Qris pada fitur topup di shopeepay dan pembayaran tagihan spaylater.. krn menurutku itu lebih simpel krn tinggal scan barcode sj dan tdk ada biaya adminnya. apalagi bagi konstumer sperti saya yg menggunakan bank BTN yg tdk terdaftar dalam list sistem pembayaran di shopee. Mohon direspon dan ditindak lanjuti secepatnya. terima kasih😇🙏,5,19 April 2026,2026-05-02 23:13:22
shopee,"shopee ga seperti dulu lagi, skrng belanja di shopee diperjalanan 16 hari baru nyampe, dulu 5-7 hari udah nyampe, minat belanja di shopee jadi berkurang. kalau shopee masih lambat pengiriman, saya rekomendasikan jangan belanja lagi melalui aplikasi shopee, krn pengirimannya terlalu lama, sampai 16-20 hari",1,21 April 2026,2026-05-02 23:13:22
shopee,"penjual nya pada tepat waktu, tapi kurir nya minta ampun. paket sudah proses antar alamat tadi selalu di tunda, sebagian paket saya di ambil di gudang, dan ada juga di kembalikan ke pembeli tanpa pemberitahuan itu kan sudah membuat rugi. juga ada kurir yang malas mengantarkan paket, berdalih jika paket banyak dan tidak takut di pecat. perbaiki ekspedisi, atau kembalikan saja jnt dan yang lainnya jika tidak sanggup menghandle",1,15 April 2026,2026-05-02 23:13:22
shopee,ga enak banget gabisa membatalkan pesanan pada shopeefood. gimana kalau kita sebagai pengguna ga sengaja kepencet terus gada mode membatalkan pesanan. kalau bisa diperbaiki yaa min paling tidak minimal pesanan dibatalkan dengan beberapa alasan yang logis 🙏,2,17 April 2026,2026-05-02 23:13:22
shopee,"lucu bgt la shopee ni, pas mau co ada vocer disc 50k untuk pengguna terverifikasi, aku klik dan verifikasi. ok selesai dan vocer nya ada. karna ada 1 barang yg lupa aku tambahin JD balik lagi ke keranjang dan pas mau CO udah hilang aja itu vocer. lah ngapain capek2 verifikasi segala pake KTP, foto wajah lah ujung2nya hilang vocernya tanpa penjelasan, ga jelas.",2,22 April 2026,2026-05-02 23:13:22
shopee,"aplikasi belanja yg mudah dan harganya juga agak miring, walaupun kita juga harus hati"" bgt milih tokonya, krna nggk semua toko amanah, tpi sejauh ini aku aman"" aja krn emang ku filter beneran untuk beli membeli brg. saran untuk shopee nya, mohon agak di filter untuk toko"" yg sulanya nipu orang itu, krn sgt merugikan orang lain. terima kasih.",5,18 April 2026,2026-05-02 23:13:22
shopee,"Sekarang shopee makin ribet. tuk orderan instan, jika penjual lambat respon lebih 30 menit langsung dibatalkan oleh shopee. Tapi ketika sudah di proses pencarian kurir oleh shopee sangat lama, dgn alasan masih runggu tambahan. padahal kiriman instan, bukan sameday.",3,24 April 2026,2026-05-02 23:13:22
shopee,"Baru kali ini belanja di Shopee banyak kendalanya, pesanan ku stuck di gudang Bekasi, saya pesen tanggal 5 April dan sampe sekarang 1 minggu lebih belum juga sampai, kayanya masalahnya di ekspedisinya yaitu SPX, tar kalo ada pilihan ekpedisi lain, saya tetep akan belanja di Shopee, tapi tidak akan banyak seperti dulu, karena sudah kecewa sama ekpedisi nya yaitu SPX.. Dan kebanyakan akan pindah ke Aplikasi Belanja Online yang lain, karena kalian pihak Shopee telah membuat saya kecewa..",1,13 April 2026,2026-05-02 23:13:22
shopee,"saya ini pengguna setia aplikasi shopee dari 2020, tapi kenapa makin kesini sistem pengiriman barang makin lelet ya? kadang estimasi kapan datang kapan, udah gitu ga bisa konfirmasi dengan kurir nya, aneh nya kalo paket cod Dateng nya cepet sedangkan paket non cod datang nya lama sekali, padahal kan kalo non cod memudahkan kurir juga saat ga ada penerima tapi kenapa sekarang lelet banget, tolong sistem nya di perbaiki lagi, Terima kasih.",4,15 April 2026,2026-05-02 23:13:22
shopee,"nih apk masih banyak kurang nya. salah satu nya kalo pesanan kita lagi menuju tempat tujuan seharusnya tertera nomor kontak kurir nya,ini kagak ada sama sekali.pas mau cek di website nya kagak bisa kebuka.tolong di perbaiki biar customer nya nyaman.",3,24 April 2026,2026-05-02 23:13:23
shopee,"bintang 5 tetap tapi saya ada keluhan, aplikasi saya kok tampilannya nda bagus ya.?? saya juga pengguna setia shopee tapi akhir2 ini tampilan aplikasi saya nda seperti biasa, ikon2 saling tumpang tindih, harga saat memesan barang tidak kelihatan jadi saya tidak bisa melihat berapa harga barang yg saya mau beli, resi juga tidak kelihatan, padahal saya sudah update lo ke yg terbaru.... tolong saranNya supaya tampilan shopee saya normal kembali",5,25 April 2026,2026-05-02 23:13:23
shopee,Memudahkan belanja online dengan kualitas yang baik. Tapi sudah 3x pemesanan di Shopee berujung kecewa. mulai dr pesanan yg tidak diantar & akhirnya di kirim lagi ke pihak toko sampai pesanan sudah dalam proses pengantaran pun masih di perlambat yg akhirnya harus melewati estimasi waktu. seakan2 akun saya ini bermasalah. tolong di perbaiki lagi..,5,14 April 2026,2026-05-02 23:13:23
shopee,"Sebagai pembeli, pembatalan terkait pesanan yang disebabkan penjual tdk mengemas! sangat merugikan sekali!!!! voucher hangus, hilang terutama waktu yang terbuang sia sia!!! dari pihak platform tdk ada kompensasi sama sekali hanya memberikan rasa empati belas kasihan seperti yg selalu CS katakan ""kami merasakan apa yang kakak rasakan dan akan sebagai evaluasi utk kedepannya bla bla bla""!!!! namun terulang kembali dan begitu seterusnya!!!!!!!!!!!!!",1,28 April 2026,2026-05-02 23:13:23
shopee,"tokonya sih bagus,.. Tapi banyak penjual yang nipu,, banyak produk tidak sesuai dengan yang di posting.. Giliran udah CO nunggu 5 hari. eh dibatalin, terus CO dilain toko malah datannya lama banget, terlambat, kecewa berat",1,21 April 2026,2026-05-02 23:13:23
shopee,"1. Tidak ada opsi untuk mematikan video. 2. Kalau lagi Search sering tiba2 diarahkan ke produk tertentu dan layar search saya langsung bubar (harus cari/ketik ulang). Kalau lagi bete karena dua hal diatas, biasanya langsung tutup aplikasi dan pindah ke marketplace lain.",2,22 April 2026,2026-05-02 23:13:23
shopee,"hal yang harus sangat dievaluasi adalah keamanan dalam pengiriman, sebab kebanyakan paket hilang di pengiriman, bukan soal uangnya di return, tapi lama waktu yang sudah terbuang ternyata paket hilang, itu yang bikin kecewa. jadi tolong evaluasi lagi yah kak, makasih. sukses selalu shopee.",5,25 April 2026,2026-05-02 23:13:23
shopee,Sangat aman dan terpercaya. Cuma kadang kurirnya ada komentar yg kurang ramah & kurang asem. Bila sy lg di luar dia nge retur seenaknya tanpa izin dari sy jadinya sy gak bisa menggunakan transaksi via cod. Sy mau tanya sm shopee apa mmg aturannya sprt itu?,5,17 April 2026,2026-05-02 23:13:23
shopee,Untuk sekarang shopee sangat tidak disarankan lgi karena pengiriman nya yang sangat amat lambat pesen sekarang dateng bisa 2 minggu-1 bulan padahal wilayah perkotaan dengan alesan lonjakan pesanan padahal pas saya ke gudang nya pesanan hanya sedikit dan kurir nya pun banyak,1,13 April 2026,2026-05-02 23:13:23
shopee,"woi, bisa gak ini aplikasi jangan terlalu gencar di iklan yang ngeganggu ke apk lain? sumpah ya, lama-lama risihnya nauzubillah, kagak ngapa-ngapain tiba-tiba masuk aplikasi lu. Please deh, kayaknya semua juga udah punya shopee dah, gencer banget anjir iklan lu. Orang kalau mau belanja online juga pasti nyarinya aplikasi ini, gak usah segitunya pasang iklan sampe mau aku uninstall!!",1,20 April 2026,2026-05-02 23:13:23
shopee,"Asli keamanannya bagus, aman juga lancar semua terkombinasi menjadi 1,performanya baik, bebas iklan, bug ataupun lemot, lancar jaya ketika dijalankan & membuka semua fitur2nya. Namun disayangkan sering ketika di pake terkadang agak"" susah membukanya pas saat koneksi lagi jelek / tidak stabil, terkadang loadingnya lambat sekali & cuma berputar aja.. mungkin cuman hal seperti itu yang biasa terjadi di apps ini dan aplikaainya sudah berjalan dengan baik, aplnya berfungsi sesuai keinginan -Adit baun",5,3 Maret 2026,2026-05-02 23:13:23
shopee,"jujur sebenarnya aku tuh jadiin shopee apk belanja fav karena diskon nya sampe pada suatu saat aku mau ajukan pengembalian barang dikarenakan ga cocok, ""aku beli stelan baju nya terlalu lebar rompi kebesaran rok nya longgar dan bahan nya kurang"" , Dateng hari ini besoknya aku ajuin pengembalian terus lusa nya bakal di jemput tapi ga ada respon sama sekali dari shopee mau pihak toko AKU bener² kecewa SIH",4,24 April 2026,2026-05-02 23:13:23
shopee,"shopee sudah sangat bagus, tapi bisa ga sih kurirnya kalau ngantar itu fotonya foto orang yang nerima paketnya, soalnya lokasi saya itu dikantor, yang ga ada satpam, jadi random yang terima. statusnya udah diterima, saya ga tau yang terima itu siapa, saya liat foto konfirmasi pengiriman, malah cuma foto resi",5,29 April 2026,2026-05-02 23:13:23
shopee,"Hi developer terhormat, saya sebagai affiliator kurang enak dengan sistem dengan tampilan komisi kotor, validasi, dibayarkan, ga bisakah datanya secara realtime aja kaya apk tiktok? apalgi tampilan komisi kotornya sangat besar, sekita 1jt, ternyata pas di validasi cuma 500, dengan alasan pesnana tidak memenuhi syarat dan ketentuan, dan itu rata2 hampir 50% dari totalan komis. 💔",5,25 April 2026,2026-05-02 23:13:23
shopee,"Kenapa ya sekarang pesanan tiba lama sekali, pesanan saya tanggal satu, estimasi tanggal 9 tapi tanggal 10 belum tiba. di aplikasi status pengiriman tdk berubah sejak tanggal 4, mau dibatalkan tdk bisa, mau pesan ketempat lain takutnya barang datang pas pesan lain,jd serba salah ya.. mana yg dipesan itu obat.. tolonglah ya proses pengiriman nya jgn begini terus..",1,11 April 2026,2026-05-02 23:13:23
shopee,"dulu suka banget belanja di Shopee, kualitas barang sama kayak toko sebelah tapi harga jauuuhh lebih terjangkau di Shopee semakin banyak belanja, potongan harga makin banyak tapi sekarang berubah, ternyata Shopee sama aja kayak aplikasi sebelah ""beli ongkir gratis barang"" entah hanya akun ku saja yg mengalami atau orang lain juga",3,29 April 2026,2026-05-02 23:13:23
shopee,"aku suka Lo sama shopee, sering belanja ini itu, layanannya juga bagus, kurir langganan juga udah kaya teman tongkrongan, tapi cuma satu yang bikin kesel masalah iklan nya dimana mana, besepah dimana mana, mau baca novel, komik, nonton film, dan apa apa selalu terlempar kedalam langsung aplikasi bukan cuma iklan langsung masuk terlempar ke dalam aplikasi langsung, gak cuma sekali tapi berkali kali, mau di uninstal sayang, gak di uninstal bikin kesel, apa lagi pas baca novel 1 halmn bikin pusing.",5,17 April 2026,2026-05-02 23:13:23
shopee,"kasih pemberitahuan kepada calon pembeli sebelmun membuat pesanan menggunakan jasa kirim SPX STANDARD jika memang ada kendala dalam pengiriman berupa pesanan yang banyak, biar kita calon pembeli bisa memilih jasa kirim lain, jangan sampai kasusnya seperti yg saya alami ya, minta tolong diperbaiki lagi kinerjanya. TERIMA KASIH",3,22 April 2026,2026-05-02 23:13:23
