app,text,rating,date,scraped_at
blibli,"tolong di perbaiki masalah keranjang Blibli nya. kalau kita skrol sudah jauh dan buka produk lalu kita kembali lagi bukanya kembali ke skrolan yg sudah jauh malah ke mbali ke awal produk keranjang yg pertama lagi,jadi kita capek sudah skrol jauh buka kembali ke awal keranjang awal lagi itu yg perlu di benahi kk",5,12 April 2026,2026-05-03 17:16:56
blibli,"Refund dana 1-3 hari kerja, tapi ga di refund sesuai estimasi. Sudah laporkan ke email customer care, ga ada gunanya. Jawaban standar dan janji kosong. Sudah ga akan belanja lagi. Kapok terlalu banyak masalah terutama pengiriman",1,17 Maret 2026,2026-05-03 17:16:56
blibli,"jelek banget pelayanan blibli care nya, saya mau retur produk krn kekecilan, eh disuruh bayar selisih harga 2x nya, alasannya krn saya beli pas diskon trs waktu diretur udah gak diskon. habis itu dana nggak bisa dicairin masuknya ke cashback, jauh bgt sama toko oren yg gercep.",1,25 Maret 2026,2026-05-03 17:16:56
blibli,"aplikasi belanja Paling buruk , nyesel aku belanja pakai ini , logistiknya kacau gak ada nama gak ada nomer hp , pesanan tidak berhasil terkirim terus ,dan tidak bisa dibatalkan , menghubungi pihak toko gak mau bertanggung jawab,benar benar buruk",1,15 Maret 2026,2026-05-03 17:16:56
blibli,"pelayanan tidak bagus, baru 1x order lansung kena batal karna toko ga dikirim sampe waktu yang di tentukan, skarang pengembalian dana aja dari tgl 7 maret sampe skarang 12 maret belom balik juga uang sana di saldo blibli nya, saran saya jangan belanja di sini pelayanan nya tidak bagus hubungi cs lewat chat aplikasi nya udah nunggu lama berjam-jam tinggal dikit lagi antrian nya tiba-tiba eror lansung kluar. lebih baik jangan belanja disini kalau ga mau ribet dan lama smua prosesnya disini.",1,12 Maret 2026,2026-05-03 17:16:56
blibli,"sungguh mengecewakan, untuk pembelian produk Huawei ada promo bliblicare+ 6 bulannya ternyat tidak dapat otomatis. saat ingin mencentang ada kesalahan sistem. udah melapor ke bliblicare juga tidak mendapat solusi.",1,27 Februari 2026,2026-05-03 17:16:56
blibli,Tidak ada fitur pencarian produk yang sesuai dengan voucher diskon cashback jadi kesulitan menggunakan vouchernya . Dan pasti kena blokir kalo terlalu lama memilih produk yang sesuai dengan voucher diskon cashback.,2,9 Maret 2026,2026-05-03 17:16:56
blibli,"semakin jarang belanja di blibli, krn semakin berkurang layanan yg diberikan, spt pembatalan belanja 3hr kerja uang kembali, produk yg dibeli ada gambar yg tdk sesuai gram kecil gambar besar, promo, dikirm produk sesuai keterangan produk.. pdhl bkn harga promo jika utk produk kecil.. parah ini pengecohan.. mencari kelengahan pembeli.. menghubungi customer care.. tdk ada solusi.. hanya standart.. sampai akhirnya menghubungi seller dan dibantu oleh seller.. lalu fungsi customer carenya.. apa coba.",1,14 Maret 2026,2026-05-03 17:16:56
blibli,"ada sedikit yg kurang nyaman, sulit ganti nomer hp, tapi email masih tetap.. Hanya perlu tambahkan info nomer HP baru dikolom alamat akun dan kurir pengantarnya.",5,1 Maret 2026,2026-05-03 17:16:56
blibli,"tadinya bintang 2 saya turunkan lagi, first experience belanja di aplikasi ini aja kayanya udah ga bagus wew kiriman dari bekasi ke depok estimasi hampir seminggu, aplikasi sebelah aja luar pulau bisa 3 hari yang mau belanja disini mending pikir2 lagi, harga ga beda sama offline",1,25 Maret 2026,2026-05-03 17:16:56
blibli,"aku saya terblokir dan tidak tau bagaimana cara lapor nya. padahal ramadhan ini banyak promo n byk yg mau di order. dan mau ganti no hp yg di akun bgmn caranya Krn no yg lama tidak aktif lagi, pin Blibli pun saya sudah lupa. apabila kita klik lupa pin maka SMS masuk ke no yg terdaftar di Blibli, tapi no nya udah tidak aktif lagi.mohon bantuan nya🙏🙏🙏",3,7 Maret 2026,2026-05-03 17:16:56
blibli,"awalnya saya kasih bintang 5, tapi ketika 2x saya melakukan pemesanan dengan pengiriman sameday selalu telat dari yg seharusnya & pesanan tidak bisa dibatalkan, maka bintang 5 saya ganti bintang 3.",3,7 Maret 2026,2026-05-03 17:16:57
blibli,"Aplikasi marketplace terjelekkkkkkkk.....sangatttttt kecewaaaa barang flashsale selalu bohong.... pembatalan sepihak uang reffun sangat lama di kembalikan padahal yg batalin pihak pedagang.....belajar lagi dari tiktok,and shopee mereka sangat melindungi pembeli dan komplennya juga mudah .....sedangkan blibli care harus nungggu antrean yg hampir seribu selalu habis sesi waktunya......hahhhhhhh sangattttt mengecewakan!!!!!!",1,9 Maret 2026,2026-05-03 17:16:57
blibli,"Proses pembatalan sulit. Padahal pesanan masih di proses. Sudah menghubungi bliblicare , diterima oleh Satya. Tetap tidak ada solusinya. Kalau begini bagaimana bisa bersaing dengan Shopee dan Tokopedia. Terimakasih.",1,24 Februari 2026,2026-05-03 17:16:57
blibli,"barang nya kadang kurang lengkap, tapi untuk harganya murah murah, walaupun banyak produk original nya tapi karna ini original pastinya stok nya tinggal sedikit atau enggak, habis",5,25 Maret 2026,2026-05-03 17:16:57
blibli,"penanganan blibli care sangat sangat buruk saya pesan HP via instant ga di cantumin no telp saya nya gmna kurir bisa komunikasi dgn yg punya paket kalau gtu....kira saya ini salah toko nya ech trnyata kta pihak toko no telp sy nya di sensor pihak blibli maka dr itu ga dicantumin di paket nya, kn marketplace yg aneh justru no telp itu penting tuk komunikasi hasil nya tuch paket di bawa ke toko lg dan...udh 3hr status pengiriman ga berubah masih mencari kurir n ga ada solusi yg trselesaikn",1,7 Maret 2026,2026-05-03 17:16:57
blibli,"ini gimana ka saya mau transaksi sekalian mau di tukar koinnya tapi pas mau bayar pake gopay ga bisa, saldo tidak cukup udah jelas-jelas saldonya cukup kan aneh gimana ini, tolong di perbaiki lagi nanti kasih bintang 5",2,28 Februari 2026,2026-05-03 17:16:57
blibli,"aplikasi paling payah yang pernah saya coba, pelayanan buruk, berakali kali saya order dibatalkan oleh seller tanpa confim, saldo ketahan ga langsung direfund udah 2 Minggu blm balik, saldo refund keterangan sudah selesai tp belum diterima cs susah di hubungi bener bener apk menyusahkan, jangan coba coba deh belanja disini kalo gamau dibikin susah ujung ujungnya, dikata orang ga butuh duit nyepelein nahan saldo orang padahal yang cancel pihak seller bener bener kocak!",1,15 Maret 2026,2026-05-03 17:16:57
blibli,"ONGKIR KE SUMATERA 100 RIBUAN 🙄, padahal harga barangnya murah2 banget pake voucher. pas liat ongkirnya ya ampunn... pantes aja pada lebih milih toko oren/tt shop, soalnya gratis ongkir. semoga Blibli kedepannya bisa bikin gratis ongkir ya di luar pulau Jawa😊🙏🏻",1,4 April 2026,2026-05-03 17:16:57
blibli,aplikasi makin gajelas beli produk dengan harga yg ga murah pake instant udh mau seminggu dari tgl 2 belum sampe sampe. dichat di aplikasi nunggu 52 antrean. giliran chat di WA sistem sibuk disuruh ke aplikasi. di chat ke pusat resolusi bilangnya dari tgl 4 2x 24 jam klo gada konfirmasi auto di refund. tapi sampe skrg gada kejelasan,1,7 April 2026,2026-05-03 17:16:57
blibli,"Masuk ke akun Blibli skrg, ribet amat ya? kirim otp via wa trus kirim otp via email juga. Astaghfirullah Al Adzim...Blibli ..Blibli knp ribet amat sihh? kalo gini jadi males mau belanja on line di Blibli. Saya punya Akun Shoppe & Tokped juga, tapi kalo login ke akun shoppe/Tokped milik saya tidak seribet Blibli ini. Kalo Blibli masih seperti ini terus, siap2 aja akan ditinggalin customernya. Untuk login aja di bikin ribet customernya. Males saya belanja di Blibli kalo seperti ini!!",1,26 April 2026,2026-05-03 17:16:57
blibli,Sudah bagus tapi kenapa dasbor affiliate nya tidak bisa diakses ya? tolong team IT di perbaiki supaya bisa aktif lagi para affiliator,5,18 April 2026,2026-05-03 17:16:57
blibli,"Belanja di Blibli, banyak kecewanya. lebih dari 3x pesananku di batalkan otomatis, padahal aku ingin sekali beli barang tersebut. Kecewa kecewa kecewa",1,28 April 2026,2026-05-03 17:16:57
blibli,"kecewa berat dah, beli barang disini kirimnya lama pake bangettttt seharusnya tanggal 24 terus ganti tanggal 29, sekarang udah tanggal 29 tapi nggk ada tuh dikirim"" baru beli di apk nih, kalau nggak ada event"" gini mana mau beli di sini udah chat sallernya pun gitu lama balesnya, niat apa nggak dah ini jualan nya mohon ditingkatkan lagi ini kinerja nya",1,29 April 2026,2026-05-03 17:16:57
blibli,"aplikasi ajing,ada keluhan pelanggan gk ada tanggepan, jgn blanja di blibli, tu bgt, paket saya tanggl 7 pesan estimasi tanggl 9_11 sampai tpi nyamp tanggl 14 gk sampai,, menta bantuan am cs gk ada tanggapan sama sekali... toko online penipu,,,",1,14 April 2026,2026-05-03 17:16:57
blibli,Ternyata jelek waktu pengembalian dana nya ketika mau order ulang harus nunggu beberapa hari baru limit balik lagi beda dengan aplikasi warna ijo dan oren 😄,2,19 April 2026,2026-05-03 17:16:57
blibli,"tolong dirombak aja staffnya mau retur dikarenakan jumlah kurang buat mengunggah video aja GK bisa2 sudah dibelain buat ngedit karena dibatesi ukuran MB nya dan durasi,kalau mau maju pastikan pengguna aplikasi puas dan proses dibuat sesimple mungkin byk yang kecewa karena proses yg belibet semoga tersampaikan dan semoga bisa lebih baik kedepannya",2,15 Maret 2026,2026-05-03 17:16:57
blibli,"saya retur barang pasta UI kacang hijau ganti dengan pasta pandan pewarna kue sesuai dengan barang yg saya perlukan saya disuruh menambah 29 rb, Go Pay saya otomatis terpotong namun barang tak pernah datang, system agak idiot seperti nya",2,15 April 2026,2026-05-03 17:16:57
blibli,"sangat buruk, keterlambatan barangnya melebihi estimasi pengiriman, voucher-nya tidak sesuai janji bilang nya 100 kenyataan 50 saja sangat tidak rekomendasi.",1,24 April 2026,2026-05-03 17:16:57
blibli,"blibli masih sering error, difitur menu² yang tiba² tidak bisa tampil padahal sinyal jaringan bagus",3,13 April 2026,2026-05-03 17:16:57
blibli,"aplikasi nya bagus. tapi kurir nya pada buruk. paket gua di gelap kan jir. gak punya perasaan banget. dikira nyari duit gampang segampang metik daun,",5,9 Maret 2026,2026-05-03 17:16:57
blibli,"aplikasi sampah.. baru didownload malah ga bs dibuka server dalam perbaikan,. !! sekelas blibli yg uda termasuk pemain lama tp kualitasnya kek gini",1,28 Februari 2026,2026-05-03 17:16:57
blibli,"sudah belanja tapi poin tidak masuk, tidak ada pemberitahuan dari toko soal mekanisme poin,customer service hanya kasih jawaban template,tidak punya solusi,sudah merugikan customer. kapok beli di Blibli.",1,9 Maret 2026,2026-05-03 17:16:57
blibli,Pengembalian dana dalam bentuk voucher cashback tidak dapat ditransfer ke rekening. lama pakai blibli baru ini mengecewakan.,1,24 April 2026,2026-05-03 17:16:58
blibli,"pertama kali beli disini, overall desktopnya smooth ga nge lag kayak oren. diskon2nya juga oke banget",5,18 April 2026,2026-05-03 17:16:58
blibli,"pertama kali order order dibatalkan blibli karena stock kosong,dana kembali 5-10 hari aneh,bisa2nya toko yg mereka kelola sendiri stocknya ga update",1,29 April 2026,2026-05-03 17:16:58
blibli,"Refund doang aja ribet padahal mau ganti alamat doang lalu saya beli lagi, kenapa harus menunggu uang balik 5-10 hari",1,14 April 2026,2026-05-03 17:16:58
blibli,"Pemnayaran berhasil tapi transaksi dibatalkan, dan dana tidak dikembalikan. Chat CS nya susahnya minta ampun. Aplikasi penipu.",1,4 Maret 2026,2026-05-03 17:16:58
blibli,"masukan buat bli bli, barang tidak selengkap kompetitor, banyak barang di cari disini gak ada, padahal di kompetitor banyak baik ijo maupun orange, biaya ongkir muahal, tidak selalu gratis ongkir, belum lagi, brang yang sama di kompetitor bisa lebih murah 20-30% bisa lebih kadang2, pengiriman kdang normal kdang lama, fitur masih kalah jaih sama kompetitor.. dan seperti tidak ada perbaikan, kalau gini2 trus lama2 bisa kyk buka lapak,",1,17 Januari 2026,2026-05-03 17:16:58
blibli,"Sangat kecewa..Pengiriman expedisi nya lebih buruk dari toko hijau,, Ketika ada kesalahan barang,, Mau retur prosesnya ribet , terus barang retur tidak di proses ambil, tidak di jemput,, Intinya toko shop ini tidak bertanggung jawab atas jual beli,,, Mending hapus saja,, Mending belanja di toko shop lain, yang lebih episien",1,7 Desember 2025,2026-05-03 17:16:58
blibli,"Transaksi mudah dan lancar tak pernah ada gendala, app ini mantap betul.",5,24 Maret 2026,2026-05-03 17:16:58
blibli,"2 kelemahan Blibli. 1- gratis ongkir 100% (Rp.0) cuma berlaku jika belanja di 1 seller. Saat belanja di beberapa seller, voucher gratis ongkir itu dibagi (jika ongkir melewati batas voucher maka sisa ongkir dikenakan). Di e-commerce belanja di banyak seller pun bisa ongkir Rp.0 | 2- Poin dari review akan diterima JIKA harga barang min 50K, jadi barang2 dibawah 50K ga akan dapat poin review. *GA PERLU minta saya hubungi CS via apapun, keluhan saya diatas HARUSNYA sudah sangat jelas.",2,2 Februari 2026,2026-05-03 17:16:58
blibli,"aplikasi jelek... tolong kembalikan uang saya!! saya sudah melakukan pesanan, tapi barang tidak pernah sampai. uang pun raib!!! saya sudah coba lakukan komplain, susah nya minta ampun. lewat email di arahkan ke chat wa bisnis, wa bisnis jawaban nya itu itu aja chat mesin. lewat aplikasi pun sama busuknya!! estimasi waktu sampai ratusan menit harus nunggu. para korban lain harus bikin laporan atas aplikasi kurang ajar ini!!",1,10 Maret 2026,2026-05-03 17:16:58
blibli,"buat blibli coba dong opsi jasa pengiriman nya kita yang milih kaya aplikasi oren jgn ditentuin otomatis gitu , ditambah kalo gratis ongkir misal 2toko ongkirnya malah jadi ga gratis gara2 dibagi2 gitu . ga kaya sebelah mau co beda toko 3 sekaligus tetep gratis ongkir full Rp.0 . masukan aja biar lebih banyak peminatnya .",3,3 Februari 2026,2026-05-03 17:16:58
blibli,"saya mau checkout tp knp kendalanya selalu di alamat ya? pdhl alamat yg saya pilih sudah diisi dengan benar dan sudah sesuai tp kenapa ada tulisan muncul ""cek kembali alamat"" jd akhirnya gabisa checkout. udah chat ke CS diarahin buat logout login sudah saya lakukan tp tetep begitu.",2,7 Februari 2026,2026-05-03 17:16:58
blibli,"Keren, Mudah di gunakan, barang original, kalo bisa tambahin lagi seller2 besar nya",5,7 Maret 2026,2026-05-03 17:16:58
blibli,"aplikasi oke,apa lagi dapet kurir ramah enak enak lah,cuma disini pelit banget GK gratis ongkir GK kek di toko Oren, di aplikasi ini gratis ongkir nya hanya 10rb-15rb ayo lah baik baik dikit☺️",4,13 April 2026,2026-05-03 17:16:58
blibli,"untuk kode verifikasi bliblipay tolong tampilkan pilihan verifikasi WhatsApp atau wajah, karna nomor telepon sudah tidak aktif",3,18 April 2026,2026-05-03 17:16:58
blibli,sampah banget nih aplikasi ... mau balikin duit ke rekening pribadi aja lama banget ampe 2 hari lebih . namanya doang produk ori ... kaga jamin kemudahan,2,11 April 2026,2026-05-03 17:16:58
blibli,"mudah dn tdk ribet sprt aplikasi lainya,,,terima kasih,,,mohon untuk selanjutnya jgan yg mahal""ya mbk klu bisa 😁",4,9 April 2026,2026-05-03 17:16:58
blibli,"saya retur barang ditolak krna tdk ada tanggapan. Gimana mau ada tanggapan, notifikasi cuma masuk via email. Dimana² notif masuk ke wa, apps sama email, ini cuma email aja yg masuk, ya engga bakal ada respon lah. Terus buat apa bikin fitur notifikasi kalau notifnya engga dikirim ke apps, aneh. Udah gitu cuma dikasih waktu 1 hari untuk kasih tanggapan. Woi minimal 2 hari atau 3 hari buat kasih tanggapan, klu orangnya sibuk mana sempat tanggepin hal kayak gitu dlm waktu 1 hari. kalah sama orange",1,2 Desember 2025,2026-05-03 17:16:58
blibli,tidak bisa login respon mendeteksi aktifits yg tdk bisa akunmu,1,27 April 2026,2026-05-03 17:16:58
blibli,"mantep banget ini aplikasi, menghabiskan uang jadi lebih mudah dan praktis.",5,15 April 2026,2026-05-03 17:16:58
blibli,makin lama makin buruk pelayanannya !!! bliblicare chat jam2 an antriannya !!! janji diberesin kapan. juga masih molor !!! jadi ga berani belanja sering dah di sini !!! barang murah (pk grab instan) aja 3 hari ga nyampek. masalah ga diberesin. apalagi yg mahal !!! pdhl saya customer diamond dilayani ky SAMPAH gini !!!!,2,15 Maret 2026,2026-05-03 17:16:58
blibli,"payah tidak bisa membatalkan pesanan, padahal masih di proses,, chat agen tidak ada solusi,, jawaban muter² kaya obat nyamuk 🤦",1,19 Maret 2026,2026-05-03 17:16:58
blibli,"Aplikasi yang mendukung scam. ketika penjual produk digital tidak mengirimkan produk ke pembeli, hanya disuruh lapor polisi. Platform lepas tangan.",1,4 Maret 2026,2026-05-03 17:16:58
blibli,untuk aplikasi nya terasa agak lambat. alangkah baiknya bisa di perbaiki lagi. karna saya pengguna baru yg beralih dr ijo dan oren,4,13 Maret 2026,2026-05-03 17:16:59
blibli,"aplikasi bobrok banget skrg , saya pesen pake kurir yg dua jam, dari kemarin sampai skrg ga dikirim kirim , mending balik lagi ke aplikasi Orange, payah blibliah , aplikasi teeeerrribeeettt",1,7 Maret 2026,2026-05-03 17:16:59
blibli,"lama customer servicenya,mau pedangang sm dari aplikasinya bikin kecewa harus nunggu lama,ga kaya olshop yg lain,chat pedagang sama chat customer servicenya cepet di balasnya",1,18 Maret 2026,2026-05-03 17:16:59
blibli,"kenapa pengembalian uang refund yg dibatalkan toko sangat lama,gk kayak toko sebelah proses sangat cepat",3,10 Maret 2026,2026-05-03 17:16:59
blibli,"best ever, aplikasi nya ringan gak kaya yang oren berat karena banyak add on yg gak jelas.",5,1 April 2026,2026-05-03 17:16:59
blibli,apk koplok banyak error sistem adh lawak bener cuman mau ngubah alamat aja pake kejalan error sistem lawak pisan,1,13 Februari 2026,2026-05-03 17:16:59
blibli,"ga rekomen kalo pake kurir di luar blitz, bisa 3 hari baru dapet driver instan. kecewa",1,4 Maret 2026,2026-05-03 17:16:59
blibli,"costumer service nya jelek banget, nunggu antrian nya lama bnget, pelayanannya jelek banget lw urusan komplen ga seperi apk lain fast respon",2,12 Maret 2026,2026-05-03 17:16:59
blibli,mencari kebutuhan yg mudah dan banyak pilihan nya tentu di blibli,5,23 Februari 2026,2026-05-03 17:16:59
blibli,"Saya suka..saya suka..packing rapih,, cepat sampai,, dan free ongkir..",5,26 Februari 2026,2026-05-03 17:16:59
blibli,"mau login susah banget.. di persulit .. gimana orang mau pake, login nya aja kayak gini susah",1,13 April 2026,2026-05-03 17:16:59
blibli,"Jujur yah sebagai pengguna baru saya kecewa dengan pelayanan blibli, beberapa kali berbelanja disini, pasti lama sampainya, dan sekarang puncaknya, saya chat CS blibli ternyata sama saja lama sekali responnya. CS atas nama Joe, hanya mengulang data yang saya berikan, bukannya solusi. Fix Apus lah",1,28 November 2025,2026-05-03 17:16:59
blibli,"kapok pake blibli. bayar dah lunas, pake opsi click and collect. eh pas di ambil barangnya kosong. dana balik, kata orang toko balik ke rekening, eh ternyata ke bliblipay. ditarik ke rekening, eh makan waktu. ga rekomen banget deh, kapok. yang mau coba pake blibli coba dipikir² lagi deh.",1,25 Desember 2025,2026-05-03 17:16:59
blibli,"Aneh gw pesan kalkulator dengan voucher gratis ongkir, pas udah pesan dan bayar malah gagal, tapi voucher gratis ongkir nya udah gak bisa digunakan lagi. Kecewa berat padahal butuh banget buat ujian.",1,16 Januari 2026,2026-05-03 17:16:59
blibli,kenapa saya tulis 1 bintang . 1.pembayaran qris via blibi web barang tak bisa di batalakan...harus seller yg batalin...padahal alamat salah makanya pgen d cancel....lewat aplikasi pun sistem gagal terus. 2.pengembalian dana yg cancel pesanan sangat lambat.... saya 19 di cancel..tanggal 22 pun belom di proses... 3.sistem terlalu kaku tidak fleksibel tidak seperti aplikasi orange yg cancel pesanan langsung clear hari itu juga...... 4.CS susah di hubungi.... pengen komplain aja antrian stgah jam.,1,22 Desember 2025,2026-05-03 17:16:59
blibli,"apk tukang tipu, retur ajah di persulit 2 bulan GX ada kabar tiba tiba sudah di tolak, seller toko tidak aktif barang palsu di jual, Blibli tidak tanggung jawab bilang by request deskripsi tidak ada tulisan mn saya tau by request, BARANG PALSU AJAH DI JUAL hati hati belanja di sini,barang palsu di jual, kebanyakan alesan, GX jelas,kalo bisa GX usah beli di sini palsu barang y,",1,28 November 2025,2026-05-03 17:16:59
blibli,"platform paling ribet sepanjang masa,, order gak sampai2,d chat krna posisi paket 4 hari tidak ada perubahan jawabnya cuma suruh nunggu dan ujung2nya d batalkan sistem krna seller no respon, tpi pengembalian dana lemot polll nyesel pake blibli mending yang lain ajah",1,9 Desember 2025,2026-05-03 17:16:59
blibli,saya kecewa sebagai customer yg sudah 6 tahun lebih saya share link afiliasi dan pembeli membeli barang yg saya share link tiba barangnya tanpa dicancel sll saldo pendapatan afiliasi yg sedang dalam proses malah dicancel sepihak jadi no valid i biasa jg gk seperti ini nanya lewat chat Blibli jawabanya karena sistem benar benar kecewa,1,16 Desember 2025,2026-05-03 17:16:59
blibli,"Baru pertama kali transaksi di blibli, ngeselin parahh!!! mana orderan harga 3jutaan, Stelah dibayar barang kosong pdhl di etalase masih ada. pas refund payah kali kudu nunggu sekian hari, pdhl butuh dana nya. sialll!! shopee gk sampe semenit uang refund langsung masuk, sorry lngsng uninstal!!",1,15 Desember 2025,2026-05-03 17:16:59
